order_id,customer_id,order_date,ship_date,ship_mode
CA-2015-144288,MB-17305,12/25/2015,12/31/2015,Standard Class
CA-2015-110632,HR-14830,3/17/2015,3/22/2015,Second Class
CA-2017-109589,BD-11635,12/21/2017,12/24/2017,First Class
CA-2017-123967,SF-20200,11/1/2017,11/3/2017,Second Class
CA-2017-148929,SP-20620,9/7/2017,9/11/2017,Standard Class
CA-2017-134404,DR-12880,12/27/2017,12/27/2017,Same Day
CA-2017-109778,VM-21685,7/16/2017,7/21/2017,Standard Class
CA-2016-155845,CM-12235,8/12/2016,8/15/2016,Second Class
CA-2017-145128,SM-20320,7/9/2017,7/14/2017,Standard Class
CA-2014-129091,RA-19885,11/22/2014,11/27/2014,Standard Class
US-2014-155502,SD-20485,1/26/2014,1/31/2014,Standard Class
CA-2015-121041,CS-12250,11/3/2015,11/10/2015,Standard Class
CA-2017-131695,RA-19285,6/30/2017,7/6/2017,Standard Class
CA-2016-137729,BF-11005,5/5/2016,5/9/2016,Standard Class
US-2016-115455,SE-20110,9/8/2016,9/14/2016,Standard Class
CA-2017-128300,RS-19765,11/24/2017,11/26/2017,Second Class
CA-2017-149048,BM-11650,5/13/2017,5/17/2017,Standard Class
CA-2017-108553,SK-19990,4/23/2017,4/29/2017,Standard Class
CA-2016-165848,EN-13780,6/4/2016,6/4/2016,Same Day
CA-2014-112718,KN-16450,12/16/2014,12/21/2014,Standard Class
CA-2016-154053,MG-17890,3/4/2016,3/10/2016,Standard Class
CA-2014-127446,MC-17590,11/25/2014,11/30/2014,Standard Class
CA-2016-137204,BO-11350,4/28/2016,5/5/2016,Standard Class
CA-2014-147298,AG-10300,4/26/2014,5/3/2014,Standard Class
CA-2017-147942,MS-17365,4/1/2017,4/5/2017,Standard Class
CA-2017-115931,JM-15655,12/22/2017,12/26/2017,Standard Class
CA-2014-164861,MC-17635,12/3/2014,12/6/2014,Second Class
CA-2017-127180,TA-21385,10/22/2017,10/24/2017,First Class
US-2017-165344,SB-20290,11/13/2017,11/15/2017,First Class
CA-2015-168186,AB-10150,9/10/2015,9/15/2015,Standard Class
US-2017-110604,JF-15295,5/15/2017,5/20/2017,Standard Class
CA-2015-116750,BF-10975,7/5/2015,7/10/2015,Second Class
CA-2015-162369,TT-21265,8/15/2015,8/19/2015,Standard Class
CA-2017-108441,SB-20170,6/12/2017,6/18/2017,Standard Class
CA-2015-169740,LM-17065,2/20/2015,2/25/2015,Standard Class
CA-2016-124051,KA-16525,12/29/2016,12/30/2016,First Class
CA-2016-149111,BF-11170,4/17/2016,4/21/2016,Second Class
CA-2014-131002,TB-21400,9/7/2014,9/12/2014,Second Class
US-2016-146794,SH-19975,9/26/2016,10/1/2016,Standard Class
CA-2017-112515,AS-10225,9/17/2017,9/21/2017,Second Class
CA-2016-150343,PK-19075,8/16/2016,8/20/2016,Standard Class
CA-2015-135538,HR-14830,12/24/2015,12/28/2015,Standard Class
CA-2017-123372,DG-13300,11/28/2017,12/2/2017,Standard Class
CA-2017-159604,CL-12700,4/14/2017,4/15/2017,First Class
CA-2016-164784,HF-14995,5/1/2016,5/4/2016,First Class
CA-2016-111794,HG-15025,10/1/2016,10/1/2016,Same Day
US-2015-139759,NL-18310,8/25/2015,8/30/2015,Standard Class
CA-2014-126403,RR-19525,9/9/2014,9/12/2014,Second Class
CA-2017-136875,TC-21295,12/3/2017,12/3/2017,Same Day
CA-2017-132185,DB-13615,11/27/2017,12/2/2017,Standard Class
US-2014-160780,SV-20785,6/21/2014,6/21/2014,Same Day
CA-2017-127026,MH-18115,1/21/2017,1/27/2017,Standard Class
CA-2017-137085,CT-11995,6/29/2017,7/6/2017,Standard Class
CA-2016-133123,KB-16315,9/6/2016,9/11/2016,Standard Class
US-2016-128195,RA-19285,8/4/2016,8/5/2016,First Class
CA-2015-153220,YC-21895,11/12/2015,11/14/2015,First Class
CA-2014-123064,RA-19915,6/30/2014,7/2/2014,First Class
CA-2017-156412,CM-12160,12/4/2017,12/8/2017,Standard Class
US-2016-144211,CS-12130,8/28/2016,9/2/2016,Standard Class
CA-2016-138079,AJ-10795,1/22/2016,1/28/2016,Standard Class
CA-2014-143182,DL-12865,10/15/2014,10/20/2014,Standard Class
CA-2016-161662,BE-11410,2/7/2016,2/9/2016,First Class
CA-2014-145317,SM-20320,3/18/2014,3/23/2014,Standard Class
CA-2014-143413,RP-19390,5/24/2014,5/30/2014,Standard Class
CA-2017-156818,JD-16015,7/11/2017,7/13/2017,Second Class
CA-2017-155873,AB-10255,6/16/2017,6/21/2017,Standard Class
CA-2015-121797,CC-12145,1/30/2015,2/6/2015,Standard Class
US-2015-120572,GH-14425,12/11/2015,12/15/2015,Standard Class
CA-2017-132430,CP-12085,10/9/2017,10/11/2017,First Class
CA-2017-146031,GM-14440,7/29/2017,8/1/2017,Second Class
CA-2014-110100,LC-16885,4/25/2014,4/29/2014,Standard Class
CA-2015-103723,BT-11305,12/1/2015,12/6/2015,Standard Class
CA-2014-127187,CP-12085,12/4/2014,12/8/2014,Standard Class
CA-2017-128475,SC-20680,8/26/2017,9/1/2017,Standard Class
CA-2014-100006,DK-13375,9/7/2014,9/13/2014,Standard Class
CA-2017-144827,SE-20110,12/21/2017,12/27/2017,Standard Class
CA-2014-110030,LF-17185,12/6/2014,12/8/2014,Second Class
CA-2014-121286,ON-18715,11/4/2014,11/8/2014,Second Class
CA-2016-164735,TB-21400,4/14/2016,4/19/2016,Second Class
CA-2014-153479,DF-13135,10/4/2014,10/8/2014,Standard Class
CA-2017-149888,EP-13915,11/7/2017,11/13/2017,Standard Class
CA-2017-119193,SK-19990,12/22/2017,12/24/2017,First Class
CA-2017-104801,FH-14350,2/13/2017,2/19/2017,Standard Class
CA-2014-107594,EH-13945,7/2/2014,7/6/2014,Standard Class
CA-2015-129770,JE-15715,2/21/2015,2/23/2015,Second Class
CA-2015-115798,KL-16645,11/13/2015,11/19/2015,Standard Class
CA-2017-122707,EB-13750,4/16/2017,4/18/2017,First Class
CA-2016-165015,BD-11725,2/25/2016,2/27/2016,Second Class
CA-2014-149244,MS-17530,11/4/2014,11/8/2014,Standard Class
CA-2015-140144,SC-20770,6/20/2015,6/25/2015,Second Class
CA-2017-163321,FM-14380,8/7/2017,8/11/2017,Second Class
CA-2014-155887,KT-16480,5/12/2014,5/17/2014,Standard Class
US-2015-165449,AP-10720,11/22/2015,11/26/2015,Standard Class
CA-2015-110247,RH-19555,12/4/2015,12/8/2015,Standard Class
US-2014-141257,CS-11950,6/8/2014,6/14/2014,Standard Class
CA-2014-154669,TM-21010,8/8/2014,8/11/2014,Second Class
CA-2014-158029,HF-14995,5/26/2014,5/30/2014,Standard Class
CA-2015-155306,GA-14515,4/17/2015,4/21/2015,Standard Class
CA-2016-127775,ES-14020,6/11/2016,6/13/2016,Second Class
CA-2016-146171,JP-16135,3/11/2016,3/15/2016,Standard Class
CA-2014-129574,Dp-13240,5/26/2014,5/29/2014,First Class
CA-2017-126536,NK-18490,10/12/2017,10/14/2017,First Class
CA-2017-165757,PL-18925,6/22/2017,6/28/2017,Standard Class
CA-2017-167752,RW-19690,1/15/2017,1/18/2017,First Class
US-2015-122140,MO-17950,4/2/2015,4/7/2015,Standard Class
CA-2016-163986,JJ-15445,9/3/2016,9/10/2016,Standard Class
CA-2017-158967,BT-11680,12/10/2017,12/12/2017,First Class
CA-2016-131576,RD-19585,11/22/2016,11/26/2016,Standard Class
CA-2017-143455,ML-17755,11/11/2017,11/18/2017,Standard Class
CA-2016-144729,JE-15745,10/21/2016,10/25/2016,Standard Class
CA-2015-127019,ER-13855,12/21/2015,12/25/2015,Standard Class
CA-2015-138534,JM-15535,7/17/2015,7/19/2015,Second Class
CA-2017-108322,SS-20140,4/30/2017,5/5/2017,Standard Class
CA-2017-167668,TC-21295,5/6/2017,5/8/2017,First Class
CA-2017-146724,HG-15025,11/20/2017,11/27/2017,Standard Class
CA-2016-139878,LD-17005,11/11/2016,11/16/2016,Standard Class
US-2016-106677,AS-10285,11/5/2016,11/10/2016,Standard Class
CA-2016-116974,MP-17965,10/9/2016,10/15/2016,Standard Class
CA-2015-149972,CD-12790,9/21/2015,9/23/2015,First Class
US-2014-117744,MD-17860,12/2/2014,12/6/2014,Standard Class
CA-2014-125514,BM-11650,9/21/2014,9/22/2014,First Class
CA-2014-154599,KN-16450,4/12/2014,4/17/2014,Standard Class
CA-2017-158743,IG-15085,10/20/2017,10/27/2017,Standard Class
CA-2016-153318,JS-15595,10/25/2016,10/28/2016,First Class
US-2015-110163,GA-14725,11/1/2015,11/4/2015,First Class
CA-2017-143329,DL-13330,11/3/2017,11/8/2017,Standard Class
CA-2015-159380,CS-12505,5/12/2015,5/16/2015,Standard Class
CA-2015-122623,CC-12145,9/7/2015,9/11/2015,Standard Class
CA-2015-148635,MH-18025,7/25/2015,7/27/2015,Second Class
CA-2015-135685,MP-18175,11/16/2015,11/18/2015,Second Class
CA-2015-104626,DR-12940,9/1/2015,9/8/2015,Standard Class
CA-2016-160500,DM-13015,5/5/2016,5/8/2016,First Class
CA-2017-100202,BD-11620,12/31/2016,1/5/2017,Standard Class
CA-2017-131016,DC-12850,9/18/2017,9/20/2017,First Class
US-2014-112914,MT-18070,9/25/2014,9/30/2014,Standard Class
CA-2016-124149,MJ-17740,4/23/2016,4/26/2016,First Class
CA-2014-148915,ND-18370,11/1/2014,11/5/2014,Standard Class
CA-2017-134649,CA-11965,1/26/2017,1/31/2017,Second Class
CA-2017-110842,GA-14725,11/11/2017,11/16/2017,Standard Class
CA-2016-147368,TC-21295,6/9/2016,6/12/2016,First Class
US-2015-104185,JB-15400,9/3/2015,9/8/2015,Second Class
US-2014-125521,CK-12325,3/14/2014,3/19/2014,Standard Class
US-2017-135062,RL-19615,8/31/2017,9/4/2017,Second Class
CA-2017-135650,AC-10660,3/23/2017,3/27/2017,Standard Class
CA-2017-112865,BH-11710,5/18/2017,5/22/2017,Standard Class
US-2016-162852,BG-11695,12/27/2016,12/31/2016,Standard Class
CA-2017-138163,XP-21865,11/17/2017,11/20/2017,First Class
CA-2017-152093,SN-20560,9/10/2017,9/15/2017,Standard Class
CA-2017-157854,DM-13345,4/8/2017,4/15/2017,Standard Class
CA-2016-123617,AJ-10780,11/28/2016,12/3/2016,Standard Class
US-2016-128293,KC-16255,6/2/2016,6/5/2016,First Class
CA-2017-107342,VF-21715,12/17/2017,12/22/2017,Standard Class
CA-2016-136371,SV-20935,3/19/2016,3/21/2016,Second Class
CA-2017-137344,EM-13810,8/20/2017,8/20/2017,Same Day
CA-2017-169810,RB-19360,7/25/2017,7/31/2017,Standard Class
CA-2016-128594,DJ-13510,8/26/2016,8/29/2016,First Class
CA-2016-154690,CC-12370,8/15/2016,8/17/2016,Second Class
CA-2017-138975,SC-20380,5/19/2017,5/23/2017,Standard Class
CA-2017-106537,RH-19495,8/12/2017,8/17/2017,Standard Class
US-2017-103828,JK-15370,8/13/2017,8/13/2017,Same Day
CA-2016-115588,AF-10885,11/10/2016,11/12/2016,Second Class
CA-2017-143861,LC-16885,6/12/2017,6/19/2017,Standard Class
CA-2014-148040,BF-11275,3/22/2014,3/26/2014,Standard Class
CA-2017-135167,SC-20800,6/15/2017,6/20/2017,Standard Class
CA-2017-137022,SW-20275,11/16/2017,11/22/2017,Standard Class
US-2017-102638,MC-17845,12/29/2017,12/31/2017,First Class
US-2016-167339,TD-20995,1/21/2016,1/23/2016,Second Class
CA-2016-152072,Dp-13240,1/15/2016,1/19/2016,Standard Class
CA-2016-102932,SD-20485,9/19/2016,9/23/2016,Second Class
CA-2014-165540,TM-21010,2/21/2014,2/25/2014,Standard Class
CA-2016-130799,BK-11260,11/11/2016,11/16/2016,Second Class
CA-2016-164483,JF-15490,1/30/2016,2/3/2016,Standard Class
US-2016-159856,EP-13915,10/18/2016,10/22/2016,Standard Class
CA-2017-102099,EP-13915,12/18/2017,12/19/2017,First Class
CA-2017-164049,KH-16630,11/2/2017,11/6/2017,Standard Class
CA-2014-142727,HG-14845,4/29/2014,5/1/2014,Second Class
CA-2017-139913,JC-16105,10/23/2017,10/29/2017,Standard Class
CA-2014-169033,KM-16720,3/30/2014,4/3/2014,Standard Class
US-2016-164630,EB-13975,1/4/2016,1/9/2016,Standard Class
US-2015-114839,PW-19240,4/26/2015,4/30/2015,Standard Class
CA-2015-166464,PG-18895,9/12/2015,9/17/2015,Standard Class
CA-2017-124898,DB-12910,9/11/2017,9/15/2017,Standard Class
CA-2016-164035,CR-12730,6/12/2016,6/17/2016,Standard Class
CA-2016-153577,KH-16330,6/27/2016,7/1/2016,Standard Class
CA-2014-127586,CS-12400,9/26/2014,9/30/2014,Standard Class
CA-2017-121615,DL-12925,11/3/2017,11/9/2017,Standard Class
CA-2017-166415,ME-17725,2/19/2017,2/23/2017,Standard Class
CA-2015-118444,VD-21670,11/5/2015,11/9/2015,Standard Class
CA-2014-113929,CK-12205,6/16/2014,6/21/2014,Standard Class
CA-2015-134747,DL-12925,10/12/2015,10/17/2015,Second Class
CA-2017-155047,SE-20110,8/27/2017,8/30/2017,First Class
CA-2016-160129,LS-17200,11/23/2016,11/23/2016,Same Day
CA-2017-164329,MM-17920,1/30/2017,1/30/2017,Same Day
US-2015-141453,DB-13270,11/30/2015,12/3/2015,Second Class
CA-2014-156993,RW-19630,6/28/2014,7/4/2014,Standard Class
CA-2014-157721,JM-16195,9/2/2014,9/5/2014,First Class
CA-2017-128629,BP-11155,7/10/2017,7/14/2017,Second Class
CA-2017-158106,CT-11995,6/4/2017,6/10/2017,Standard Class
US-2017-120390,TH-21550,10/19/2017,10/26/2017,Standard Class
CA-2017-143434,ME-17320,11/18/2017,11/24/2017,Standard Class
CA-2015-168564,TT-21220,8/8/2015,8/8/2015,Same Day
US-2016-169040,GT-14710,12/6/2016,12/12/2016,Standard Class
CA-2017-155880,JD-16150,3/25/2017,3/31/2017,Standard Class
CA-2017-126242,MC-18100,11/19/2017,11/24/2017,Standard Class
CA-2016-166443,LH-17020,11/4/2016,11/5/2016,First Class
CA-2017-169859,MP-18175,12/14/2017,12/18/2017,Standard Class
CA-2017-134915,EM-14140,11/12/2017,11/12/2017,Same Day
CA-2016-153353,GG-14650,8/18/2016,8/24/2016,Standard Class
CA-2017-123638,MA-17995,6/27/2017,7/4/2017,Standard Class
CA-2017-168900,SH-20395,5/4/2017,5/9/2017,Standard Class
CA-2015-158456,KT-16465,12/24/2015,12/29/2015,Standard Class
CA-2017-143665,PO-19180,4/26/2017,5/1/2017,Standard Class
CA-2017-137428,AY-10555,12/16/2017,12/21/2017,Second Class
CA-2014-162866,Co-12640,12/27/2014,12/31/2014,Standard Class
CA-2017-167941,JF-15565,11/6/2017,11/9/2017,Second Class
CA-2017-111808,AR-10510,12/16/2017,12/20/2017,Standard Class
CA-2015-137512,AG-10675,5/7/2015,5/12/2015,Standard Class
CA-2017-139773,DV-13045,12/4/2017,12/4/2017,Same Day
CA-2017-134607,HL-15040,10/3/2017,10/8/2017,Second Class
CA-2014-109232,ND-18370,1/13/2014,1/16/2014,Second Class
CA-2015-139850,GB-14575,6/12/2015,6/17/2015,Standard Class
CA-2014-131310,CL-12565,7/12/2014,7/18/2014,Standard Class
US-2014-112872,RC-19960,12/6/2014,12/11/2014,Second Class
CA-2016-139269,JB-16045,5/25/2016,5/30/2016,Standard Class
CA-2016-139010,MC-17635,2/21/2016,2/26/2016,Second Class
CA-2016-134376,TT-21265,10/2/2016,10/6/2016,Standard Class
CA-2017-147291,MJ-17740,3/11/2017,3/17/2017,Standard Class
CA-2016-112893,AT-10735,9/9/2016,9/13/2016,Second Class
US-2014-150532,PB-19150,7/14/2014,7/21/2014,Standard Class
CA-2014-138317,NW-18400,6/21/2014,6/25/2014,Standard Class
CA-2015-130610,VP-21730,7/5/2015,7/10/2015,Standard Class
CA-2017-104381,RD-19810,12/16/2017,12/23/2017,Standard Class
CA-2016-131499,MG-17875,9/8/2016,9/10/2016,First Class
CA-2014-148761,PA-19060,5/17/2014,5/21/2014,Standard Class
CA-2017-116519,CR-12730,10/13/2017,10/15/2017,First Class
CA-2014-130729,AA-10375,10/24/2014,10/29/2014,Standard Class
CA-2016-124772,JG-15160,12/5/2016,12/6/2016,First Class
CA-2016-115525,RR-19525,7/25/2016,7/29/2016,Standard Class
CA-2017-134845,SR-20425,4/17/2017,4/23/2017,Standard Class
US-2015-138919,LS-16975,9/17/2015,9/21/2015,Standard Class
US-2016-160528,MH-18115,8/23/2016,8/30/2016,Standard Class
CA-2015-123568,SC-20095,11/8/2015,11/14/2015,Standard Class
CA-2017-124674,JB-16000,11/17/2017,11/23/2017,Standard Class
CA-2015-164441,AC-10450,11/8/2015,11/13/2015,Standard Class
CA-2017-169054,MO-17800,4/22/2017,4/26/2017,Standard Class
CA-2014-106719,RB-19645,8/24/2014,8/24/2014,Same Day
CA-2017-116855,AI-10855,12/17/2017,12/21/2017,Standard Class
US-2016-164189,DR-12880,3/24/2016,3/28/2016,Standard Class
CA-2015-168480,DM-12955,9/21/2015,9/27/2015,Standard Class
US-2016-114293,JH-16180,11/21/2016,11/26/2016,Standard Class
CA-2017-134173,AB-10060,9/16/2017,9/21/2017,Standard Class
US-2015-123960,BD-11605,6/11/2015,6/16/2015,Standard Class
CA-2017-101749,AS-10045,10/3/2017,10/8/2017,Standard Class
US-2016-147991,ZD-21925,5/5/2016,5/9/2016,Standard Class
CA-2017-149559,KF-16285,9/11/2017,9/12/2017,Same Day
CA-2015-135174,BP-11230,4/30/2015,5/2/2015,Second Class
CA-2017-125290,CC-12430,11/6/2017,11/10/2017,Second Class
CA-2014-137351,DB-13615,9/30/2014,10/4/2014,Standard Class
CA-2017-121419,TC-21475,4/2/2017,4/4/2017,First Class
US-2017-148054,NZ-18565,10/6/2017,10/11/2017,Standard Class
CA-2016-128517,SW-20350,4/9/2016,4/14/2016,Second Class
US-2015-100377,TS-21370,8/28/2015,9/1/2015,Standard Class
CA-2017-131492,HH-15010,10/19/2017,10/24/2017,Second Class
CA-2016-144554,DM-13345,11/7/2016,11/12/2016,Standard Class
CA-2017-127621,RE-19450,3/3/2017,3/7/2017,Standard Class
CA-2015-145184,JD-16150,11/27/2015,11/29/2015,First Class
CA-2017-106859,BF-11215,3/13/2017,3/18/2017,Second Class
US-2017-120089,ML-17755,11/30/2017,11/30/2017,Same Day
CA-2014-119375,YC-21895,11/17/2014,11/22/2014,Standard Class
CA-2016-125206,LR-16915,1/3/2016,1/5/2016,First Class
CA-2015-126137,BS-11755,10/3/2015,10/8/2015,Standard Class
CA-2014-143903,KM-16375,7/20/2014,7/24/2014,Standard Class
CA-2014-104780,BT-11530,5/21/2014,5/25/2014,Standard Class
CA-2017-101182,KB-16405,9/4/2017,9/5/2017,First Class
US-2017-132297,DW-13480,5/27/2017,6/2/2017,Standard Class
CA-2014-100328,JC-15340,1/28/2014,2/3/2014,Standard Class
CA-2017-118773,TP-21415,2/9/2017,2/14/2017,Standard Class
US-2017-159205,DB-12910,3/31/2017,4/2/2017,Second Class
CA-2016-112123,BH-11710,3/3/2016,3/8/2016,Standard Class
CA-2015-114468,TD-20995,8/23/2015,8/23/2015,Same Day
CA-2017-135692,CV-12805,4/27/2017,5/1/2017,Standard Class
CA-2017-131233,CS-12355,4/14/2017,4/19/2017,Standard Class
CA-2017-119578,JG-15310,12/22/2017,12/27/2017,Second Class
CA-2016-124562,JP-16135,12/8/2016,12/12/2016,Standard Class
US-2017-140074,EC-14050,3/23/2017,3/29/2017,Standard Class
CA-2016-103037,KH-16630,7/25/2016,7/29/2016,Standard Class
CA-2017-127460,FG-14260,7/10/2017,7/14/2017,Standard Class
CA-2016-121671,AA-10480,7/17/2016,7/22/2016,Standard Class
CA-2016-150350,MS-17770,8/23/2016,8/30/2016,Standard Class
CA-2015-121720,JE-15610,6/11/2015,6/12/2015,First Class
CA-2017-149895,EB-14110,9/8/2017,9/12/2017,Standard Class
CA-2017-147564,BP-11155,10/2/2017,10/6/2017,Standard Class
CA-2014-136399,CC-12100,12/16/2014,12/17/2014,First Class
CA-2014-107916,JP-15460,8/24/2014,8/26/2014,First Class
CA-2017-164168,LS-16975,11/12/2017,11/18/2017,Standard Class
CA-2015-112557,JL-15850,4/25/2015,4/28/2015,First Class
US-2014-122959,CY-12745,12/12/2014,12/12/2014,Same Day
CA-2017-162572,RB-19360,9/25/2017,9/27/2017,Second Class
US-2016-148110,AR-10825,9/5/2016,9/11/2016,Standard Class
CA-2017-131828,CS-11845,2/11/2017,2/13/2017,Second Class
CA-2014-109218,AR-10825,6/30/2014,7/3/2014,Second Class
CA-2016-120558,RD-19810,6/7/2016,6/10/2016,First Class
US-2014-109036,KH-16510,12/20/2014,12/25/2014,Standard Class
CA-2015-147830,NF-18385,12/15/2015,12/18/2015,First Class
CA-2017-150497,SM-20950,7/20/2017,7/24/2017,Standard Class
CA-2014-128986,GH-14410,8/3/2014,8/5/2014,Second Class
CA-2015-139584,EM-13810,8/24/2015,8/28/2015,Standard Class
US-2016-162677,DB-13210,3/26/2016,3/27/2016,First Class
US-2014-150924,PT-19090,9/12/2014,9/16/2014,Second Class
CA-2014-153969,HF-14995,9/21/2014,9/25/2014,Standard Class
CA-2016-146682,KW-16435,10/29/2016,10/31/2016,First Class
CA-2016-138695,KC-16675,5/28/2016,6/3/2016,Standard Class
CA-2017-107461,PK-19075,12/21/2017,12/26/2017,Second Class
US-2016-133879,KT-16465,3/21/2016,3/28/2016,Standard Class
CA-2017-157483,EP-13915,11/11/2017,11/18/2017,Standard Class
US-2017-132059,AP-10915,9/23/2017,9/29/2017,Standard Class
CA-2017-122280,SH-20395,9/10/2017,9/10/2017,Same Day
CA-2017-105235,SM-20950,12/5/2017,12/11/2017,Standard Class
CA-2017-152912,BM-11650,11/9/2017,11/12/2017,Second Class
CA-2014-123498,TC-20980,11/7/2014,11/9/2014,First Class
CA-2017-159352,KB-16585,3/12/2017,3/17/2017,Standard Class
US-2017-146416,JE-16165,10/20/2017,10/22/2017,Second Class
US-2015-163783,DR-12940,12/27/2015,1/1/2016,Standard Class
CA-2017-123981,RW-19630,10/2/2017,10/8/2017,Standard Class
CA-2017-158953,ML-18040,6/4/2017,6/8/2017,Standard Class
CA-2014-165428,JL-15130,9/1/2014,9/4/2014,First Class
CA-2016-169026,CM-12655,8/8/2016,8/13/2016,Standard Class
CA-2017-109750,FH-14365,7/22/2017,7/28/2017,Standard Class
CA-2015-149384,EH-13945,7/10/2015,7/10/2015,Same Day
CA-2014-131527,TB-21280,12/1/2014,12/7/2014,Standard Class
CA-2017-164000,AH-10030,12/18/2017,12/22/2017,Standard Class
CA-2014-164224,TT-21070,5/18/2014,5/20/2014,Second Class
CA-2014-158372,RD-19900,11/10/2014,11/16/2014,Standard Class
CA-2016-108882,LA-16780,1/9/2016,1/15/2016,Standard Class
US-2017-108245,SH-19975,9/22/2017,9/27/2017,Standard Class
CA-2014-142314,SF-20200,12/23/2014,12/28/2014,Standard Class
CA-2016-132409,TH-21235,5/26/2016,6/1/2016,Standard Class
CA-2017-150189,VG-21790,7/8/2017,7/10/2017,First Class
CA-2014-114433,NP-18325,5/13/2014,5/17/2014,Standard Class
CA-2017-104640,FH-14275,11/10/2017,11/16/2017,Standard Class
US-2015-137008,JP-15460,10/2/2015,10/8/2015,Standard Class
CA-2014-108189,ES-14080,10/2/2014,10/5/2014,First Class
CA-2014-154641,KL-16645,8/11/2014,8/16/2014,Standard Class
CA-2017-131625,BN-11515,9/1/2017,9/5/2017,Second Class
US-2017-156356,ND-18370,4/16/2017,4/22/2017,Standard Class
CA-2016-138933,JL-15130,4/24/2016,4/27/2016,First Class
CA-2016-140746,RC-19825,1/15/2016,1/15/2016,Same Day
CA-2016-146836,CC-12475,5/2/2016,5/2/2016,Same Day
US-2016-127971,DW-13195,11/20/2016,11/27/2016,Standard Class
US-2016-140809,CK-12760,2/1/2016,2/3/2016,First Class
CA-2017-114524,EG-13900,3/31/2017,4/5/2017,Second Class
CA-2017-113355,SJ-20215,12/1/2017,12/5/2017,Standard Class
US-2017-140907,BP-11185,12/10/2017,12/12/2017,Second Class
CA-2016-159730,SJ-20125,9/17/2016,9/21/2016,Standard Class
CA-2016-157868,MC-17590,12/23/2016,12/29/2016,Standard Class
CA-2017-119389,BG-11740,4/17/2017,4/19/2017,First Class
CA-2017-110373,MA-17560,10/27/2017,10/30/2017,Second Class
CA-2016-155474,CC-12220,7/8/2016,7/14/2016,Standard Class
CA-2015-155453,RA-19885,8/9/2015,8/14/2015,Standard Class
US-2016-161844,DK-12835,12/9/2016,12/14/2016,Second Class
US-2016-162103,LB-16795,11/13/2016,11/17/2016,Standard Class
CA-2014-151554,CM-11815,11/14/2014,11/15/2014,First Class
CA-2014-140662,TS-21205,11/17/2014,11/19/2014,First Class
CA-2016-122518,RF-19345,3/4/2016,3/8/2016,Second Class
US-2014-126571,JF-15565,10/11/2014,10/15/2014,Standard Class
CA-2014-143840,EH-14185,5/22/2014,5/29/2014,Standard Class
CA-2014-115980,VW-21775,7/15/2014,7/19/2014,Standard Class
CA-2015-155145,KN-16450,12/27/2015,12/29/2015,Second Class
CA-2015-146038,SJ-20215,2/9/2015,2/16/2015,Standard Class
CA-2017-133865,PS-19045,5/8/2017,5/12/2017,Standard Class
CA-2017-116358,KM-16225,11/2/2017,11/6/2017,Standard Class
CA-2014-102988,GM-14695,4/5/2014,4/9/2014,Second Class
US-2014-117170,KT-16465,9/17/2014,9/24/2014,Standard Class
CA-2014-159478,MH-17785,9/30/2014,10/6/2014,Standard Class
CA-2014-103702,AF-10885,9/12/2014,9/17/2014,Standard Class
CA-2017-150525,JP-16135,2/20/2017,2/25/2017,Standard Class
CA-2015-157770,RD-19585,12/13/2015,12/15/2015,First Class
CA-2016-167290,JF-15295,10/30/2016,11/4/2016,Standard Class
CA-2014-106264,CK-12595,12/26/2014,12/30/2014,Standard Class
CA-2014-138023,KH-16510,8/15/2014,8/18/2014,First Class
CA-2017-113418,CM-12655,10/1/2017,10/3/2017,First Class
US-2015-110569,EB-13870,5/23/2015,5/30/2015,Standard Class
CA-2017-136308,MW-18235,11/16/2017,11/16/2017,Same Day
US-2014-159926,CS-11950,11/18/2014,11/22/2014,Standard Class
CA-2014-104738,SP-20620,12/30/2014,1/1/2015,Second Class
CA-2015-144386,GT-14635,11/5/2015,11/11/2015,Standard Class
CA-2016-111416,LW-17215,9/17/2016,9/22/2016,Standard Class
CA-2016-162747,AH-10030,3/20/2016,3/25/2016,Second Class
US-2014-133130,TH-21100,9/27/2014,10/1/2014,Standard Class
CA-2017-169978,HG-15025,12/24/2017,12/28/2017,Standard Class
CA-2017-161739,EB-13750,11/10/2017,11/15/2017,Second Class
CA-2015-165057,SC-20725,9/11/2015,9/15/2015,Standard Class
CA-2014-134551,TS-21505,12/20/2014,12/25/2014,Standard Class
CA-2015-120810,TH-21550,7/23/2015,7/27/2015,Standard Class
CA-2014-165309,KD-16270,11/11/2014,11/15/2014,Standard Class
CA-2017-122595,GM-14455,12/14/2017,12/20/2017,Standard Class
US-2017-109253,PR-18880,8/21/2017,8/22/2017,First Class
CA-2016-145982,TB-21055,8/27/2016,9/1/2016,Second Class
CA-2015-112014,ON-18715,8/13/2015,8/20/2015,Standard Class
CA-2017-154732,AH-10195,11/5/2017,11/7/2017,First Class
US-2016-157308,NM-18520,8/17/2016,8/21/2016,Standard Class
CA-2016-147536,AR-10510,12/26/2016,12/31/2016,Standard Class
US-2014-134733,BM-11650,9/23/2014,9/28/2014,Standard Class
US-2014-150434,CA-12310,7/19/2014,7/24/2014,Standard Class
CA-2017-100335,NF-18595,9/7/2017,9/13/2017,Standard Class
CA-2016-139234,AF-10870,5/6/2016,5/10/2016,Standard Class
US-2015-142020,TC-21535,6/4/2015,6/8/2015,Second Class
